Standard-based Integration of Heterogeneous Large-scale DNA Microarray Data for Improving Reusability.
('Standard-based', 'Standard-based', 'JJ', 'B-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('extract', 'extract', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NN', 'B-NP', 'O')
('accession', 'accession', 'NN', 'I-NP', 'O')
('numbers', 'number', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('release', 'release', 'NN', 'B-NP', 'O')
('date', 'date', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('database.', 'database.', 'NN', 'I-NP', 'O')
Next, if a new data is not in the list, we download, process, and store it into the database.
('Next,', 'Next,', 'NN', 'B-NP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('list,', 'list,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('download,', 'download,', 'VBD', 'B-VP', 'O')
('process,', 'process,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('store', 'store', 'VB', 'B-VP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('database.', 'database.', 'NN', 'I-NP', 'O')
To trace the update status, accession numbers of updated data and the updated date are written in a log file.
('To', 'To', 'TO', 'B-VP', 'O')
('trace', 'trace', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('update', 'update', 'JJ', 'I-NP', 'O')
('status,', 'status,', 'NN', 'I-NP', 'O')
('accession', 'accession', 'NN', 'I-NP', 'O')
('numbers', 'number', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('updated', 'update', 'VBN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('updated', 'update', 'VBN', 'I-NP', 'O')
('date', 'date', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('written', 'write', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('log', 'log', 'NN', 'I-NP', 'O')
('file.', 'file.', 'NN', 'I-NP', 'O')
Besides, authority of data in GEO changed often public to private, and vice versa.
('Besides,', 'Besides,', 'IN', 'B-PP', 'O')
('authority', 'authority', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NNP', 'B-NP', 'O')
('changed', 'change', 'VBD', 'B-VP', 'O')
('often', 'often', 'RB', 'B-ADVP', 'O')
('public', 'public', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('private,', 'private,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('vice', 'vice', 'NN', 'I-NP', 'O')
('versa.', 'versa.', 'RB', 'B-ADVP', 'O')
We also recorded the accession numbers of the data in the log file.
('We', 'We', 'PRP', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('recorded', 'record', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('accession', 'accession', 'NN', 'I-NP', 'O')
('numbers', 'number', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('log', 'log', 'NN', 'I-NP', 'O')
('file.', 'file.', 'NN', 'I-NP', 'O')
Update workflow is shown in Fig.
('Update', 'Update', 'NN', 'B-NP', 'O')
('workflow', 'workflow', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
3.
('3.', '3.', 'LS', 'B-LST', 'O')
In this section, we focused on constructing the mapping tables for each technology type and each manufacturer.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('section,', 'section,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('focused', 'focus', 'VBD', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('constructing', 'construct', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mapping', 'mapping', 'NN', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('technology', 'technology', 'NN', 'I-NP', 'O')
('type', 'type', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('manufacturer.', 'manufacturer.', 'NN', 'I-NP', 'O')
Through a simple textmining method and manual curation, we mapped the fields which are written in various strings into one representative field.
('Through', 'Through', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('simple', 'simple', 'JJ', 'I-NP', 'O')
('textmining', 'textmining', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('manual', 'manual', 'JJ', 'B-NP', 'O')
('curation,', 'curation,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('mapped', 'map', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fields', 'field', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('written', 'write', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('strings', 'string', 'NNS', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('representative', 'representative', 'JJ', 'I-NP', 'O')
('field.', 'field.', 'NN', 'I-NP', 'O')
Table 1 shows the example of words which have various strings for a concept.
('Table', 'Table', 'JJ', 'B-NP', 'B-protein')
('1', '1', 'CD', 'I-NP', 'I-protein')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('example', 'example', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('words', 'word', 'NNS', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('strings', 'string', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('concept.', 'concept.', 'NN', 'I-NP', 'O')
There are around 3,000 distinct fields in Platform and Sample Data tables respectively.
('There', 'There', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('around', 'around', 'RB', 'B-NP', 'O')
('3,000', '3,000', 'CD', 'I-NP', 'O')
('distinct', 'distinct', 'JJ', 'I-NP', 'O')
('fields', 'field', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Platform', 'Platform', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Sample', 'Sample', 'NNP', 'B-NP', 'O')
('Data', 'Data', 'NNP', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('respectively.', 'respectively.', 'VBP', 'B-VP', 'O')
Since most of the data fields are recorded irregularly, we have to unify them manually.
('Since', 'Since', 'IN', 'B-SBAR', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('fields', 'field', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('recorded', 'record', 'VBN', 'I-VP', 'O')
('irregularly,', 'irregularly,', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('unify', 'unify', 'VB', 'I-VP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('manually.', 'manually.', 'VB', 'B-VP', 'O')
On the other hand, the fields of dual channel   in Sample are stored in partially regular pattern.
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('hand,', 'hand,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fields', 'field', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('dual', 'dual', 'JJ', 'B-NP', 'O')
('channel', 'channel', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Sample', 'Sample', 'NNP', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('stored', 'store', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('partially', 'partially', 'RB', 'B-NP', 'O')
('regular', 'regular', 'JJ', 'I-NP', 'O')
('pattern.', 'pattern.', 'NN', 'I-NP', 'O')
We performed a simple text mining method (exact match) and obtained a precision of 0.8474 (544/642), a recall of 0.2011 (544/2,705), and the F-measure of 0.3248.
('We', 'We', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('simple', 'simple', 'JJ', 'I-NP', 'O')
('text', 'text', 'NN', 'I-NP', 'O')
('mining', 'mining', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('(exact', '(exact', 'VBP', 'B-VP', 'O')
('match)', 'match)', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('obtained', 'obtain', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('precision', 'precision', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('0.8474', '0.8474', 'CD', 'B-NP', 'O')
('(544/642),', '(544/642),', 'NN', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('recall', 'recall', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('0.2011', '0.2011', 'CD', 'B-NP', 'O')
('(544/2,705),', '(544/2,705),', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('F-measure', 'F-measure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('0.3248.', '0.3248.', 'CD', 'B-NP', 'O')
Through its method was not reliable as the result shows, it was helpful to reduce a timeconsuming process.
('Through', 'Through', 'IN', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('reliable', 'reliable', 'JJ', 'B-ADJP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('shows,', 'shows,', 'VBD', 'B-VP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('helpful', 'helpful', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('reduce', 'reduce', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('timeconsuming', 'timeconsuming', 'NN', 'I-NP', 'O')
('process.', 'process.', 'NN', 'I-NP', 'O')
The unification result is shown in Table 4.
('The', 'The', 'DT', 'B-NP', 'O')
('unification', 'unification', 'NN', 'I-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('4.', '4.', 'CD', 'I-NP', 'O')
We designed a core relational database according to the MIAME standard-based format.
('We', 'We', 'PRP', 'B-NP', 'O')
('designed', 'design', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('core', 'core', 'NN', 'I-NP', 'O')
('relational', 'relational', 'JJ', 'I-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('according', 'accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('MIAME', 'MIAME', 'NN', 'I-NP', 'O')
('standard-based', 'standard-based', 'JJ', 'I-NP', 'O')
('format.', 'format.', 'NN', 'I-NP', 'O')
In it, the GEO data is customized according to the result of mapping GEO attributes to elements in each part of MIAME.
('In', 'In', 'IN', 'B-PP', 'O')
('it,', 'it,', 'PRP', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('GEO', 'GEO', 'NNP', 'I-NP', 'O')
('data', 'data', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('customized', 'customize', 'VBN', 'I-VP', 'O')
('according', 'accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('mapping', 'map', 'VBG', 'B-VP', 'O')
('GEO', 'GEO', 'NN', 'B-NP', 'O')
('attributes', 'attribute', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('elements', 'element', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('MIAME.', 'MIAME.', 'NN', 'B-NP', 'B-protein')
A comprehensive view of mapping result is presented in Table 5.
('A', 'A', 'DT', 'B-NP', 'O')
('comprehensive', 'comprehensive', 'JJ', 'I-NP', 'O')
('view', 'view', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('mapping', 'map', 'VBG', 'B-VP', 'O')
('result', 'result', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('presented', 'present', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('5.', '5.', 'NNS', 'I-NP', 'O')
We mapped values of attributes in GEO (‘technology type’ in Platform, ‘type’ in Series, ‘Extracted molecule’ and ‘Label’ in Sample) into terms from MGED Ontology (TechnologyType, MethodologicalDesign and ExperimentalFactor, and LabeledExtract class) respectively.
('We', 'We', 'PRP', 'B-NP', 'O')
('mapped', 'map', 'VBD', 'B-VP', 'O')
('values', 'value', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('attributes', 'attribute', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NN', 'B-NP', 'O')
('(‘technology', '(‘technology', 'NN', 'I-NP', 'O')
('type’', 'type’', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Platform,', 'Platform,', 'NNP', 'B-NP', 'O')
('‘type’', '‘type’', 'NNP', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Series,', 'Series,', 'NNP', 'B-NP', 'O')
('‘Extracted', '‘Extracted', 'NNP', 'I-NP', 'O')
('molecule’', 'molecule’', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('‘Label’', '‘Label’', 'NN', 'I-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('Sample)', 'Sample)', 'NN', 'B-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('terms', 'term', 'NNS', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('MGED', 'MGED', 'NNP', 'B-NP', 'O')
('Ontology', 'Ontology', 'NNP', 'I-NP', 'O')
('(TechnologyType,', '(TechnologyType,', 'NNP', 'I-NP', 'O')
('MethodologicalDesign', 'MethodologicalDesign', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('ExperimentalFactor,', 'ExperimentalFactor,', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('LabeledExtract', 'LabeledExtract', 'NNP', 'I-NP', 'O')
('class)', 'class)', 'NN', 'I-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
Like data field unification process, we performed a simple text mining method.
('Like', 'Like', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('field', 'field', 'NN', 'I-NP', 'O')
('unification', 'unification', 'NN', 'I-NP', 'O')
('process,', 'process,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('simple', 'simple', 'JJ', 'I-NP', 'O')
('text', 'text', 'NN', 'I-NP', 'O')
('mining', 'mining', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
Among 4,495 values in GEO, 2,537 values are mapped to MGED Ontology and 1,958 values are stored as they are.
('Among', 'Among', 'IN', 'B-PP', 'O')
('4,495', '4,495', 'CD', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GEO,', 'GEO,', 'NNP', 'B-NP', 'O')
('2,537', '2,537', 'CD', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('mapped', 'map', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('MGED', 'MGED', 'NNP', 'B-NP', 'O')
('Ontology', 'Ontology', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('1,958', '1,958', 'CD', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('stored', 'store', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('are.', 'are.', 'VBP', 'B-VP', 'O')
Other database tables have been implemented in order to collect data regarding all submitters, laboratories or organizations which take part in each experiment and to handle the case that a Sample included in multiple Series.
('Other', 'Other', 'JJ', 'B-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('implemented', 'implement', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('collect', 'collect', 'VB', 'I-VP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('regarding', 'regard', 'VBG', 'B-VP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('submitters,', 'submitters,', 'NN', 'I-NP', 'O')
('laboratories', 'laboratory', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('organizations', 'organization', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('take', 'take', 'VBP', 'B-VP', 'O')
('part', 'part', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('experiment', 'experiment', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('handle', 'handle', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('included', 'include', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('multiple', 'multiple', 'JJ', 'B-NP', 'O')
('Series.', 'Series.', 'NN', 'I-NP', 'O')
All data regarding microarray experiment results (Data table) are stored in the additional database tables according to its transformation characteristic.
('All', 'All', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('regarding', 'regard', 'VBG', 'B-VP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('experiment', 'experiment', 'NN', 'I-NP', 'O')
('results', 'result', 'VBZ', 'B-VP', 'O')
('(Data', '(Data', 'NNP', 'B-NP', 'O')
('table)', 'table)', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('stored', 'store', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('additional', 'additional', 'JJ', 'I-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('according', 'accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('transformation', 'transformation', 'NN', 'I-NP', 'O')
('characteristic.', 'characteristic.', 'NN', 'I-NP', 'O')
Finally, we hold 2,967 Platforms, 103,590 Samples (57,052 single channels and 46,538 dual channels) and 4,867 Series in our database.
('Finally,', 'Finally,', 'NN', 'B-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('hold', 'hold', 'VBP', 'B-VP', 'O')
('2,967', '2,967', 'CD', 'B-NP', 'B-protein')
('Platforms,', 'Platforms,', 'NNP', 'I-NP', 'I-protein')
('103,590', '103,590', 'CD', 'I-NP', 'I-protein')
('Samples', 'Sample', 'NNS', 'I-NP', 'I-protein')
('(57,052', '(57,052', 'CD', 'B-NP', 'I-protein')
('single', 'single', 'JJ', 'I-NP', 'I-protein')
('channels', 'channel', 'NNS', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('46,538', '46,538', 'CD', 'B-NP', 'O')
('dual', 'dual', 'JJ', 'I-NP', 'O')
('channels)', 'channels)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('4,867', '4,867', 'CD', 'B-NP', 'O')
('Series', 'Sery', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('database.', 'database.', 'NN', 'I-NP', 'O')
In the database, we investigated the distribution of organism, source, and extracted molecule in microarray experiments (Table 6).
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('database,', 'database,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('investigated', 'investigate', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('organism,', 'organism,', 'NN', 'B-NP', 'O')
('source,', 'source,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('extracted', 'extract', 'VBN', 'B-NP', 'O')
('molecule', 'molecule', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('experiments', 'experiment', 'NNS', 'I-NP', 'O')
('(Table', '(Table', 'JJ', 'B-ADJP', 'O')
('6).', '6).', 'CD', 'B-NP', 'O')
The view of the results reflects that the most interesting experiments in the present researches have been concerned with Homo sapiens.
('The', 'The', 'DT', 'B-NP', 'O')
('view', 'view', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('reflects', 'reflect', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('interesting', 'interesting', 'JJ', 'I-NP', 'O')
('experiments', 'experiment', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('present', 'present', 'JJ', 'I-NP', 'O')
('researches', 'research', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('concerned', 'concern', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('Homo', 'Homo', 'NNP', 'B-NP', 'O')
('sapiens.', 'sapiens.', '.', 'O', 'O')
Moreover, it shows that the breast tissue is mostly used as a material for experiments and that breast cancer is a matter of primary concern in cancer research.
('Moreover,', 'Moreover,', 'JJR', 'B-ADVP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('breast', 'breast', 'NN', 'I-NP', 'O')
('tissue', 'tissue', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('mostly', 'mostly', 'RB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('material', 'material', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('experiments', 'experiment', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('breast', 'breast', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('matter', 'matter', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('primary', 'primary', 'JJ', 'B-NP', 'O')
('concern', 'concern', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('research.', 'research.', 'NN', 'I-NP', 'O')
In a part of Extracted Molecule, the distribution means the data stored in GEO mainly result from arraybased experiments in which researches of transcriptional pattern is accomplished.
('In', 'In', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Extracted', 'Extracted', 'NNP', 'B-NP', 'O')
('Molecule,', 'Molecule,', 'NNP', 'I-NP', 'O')
