Estimating the Genetic Epidemiology Parameters of Selected Cancers in Korea Population - The Korean Twin Study -The Korean Twin Register (n=154,783 pairs) wasreported in 2002 as the first nationwide twin study in Korea and the largest study in Asia.
('Estimating', 'Estimate', 'VBG', 'B-VP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('cannot', 'cannot', 'MD', 'B-VP', 'O')
('exactly', 'exactly', 'RB', 'I-VP', 'O')
('estimate', 'estimate', 'VB', 'I-VP', 'O')
('heritabilities', 'heritability', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('selected', 'select', 'VBN', 'B-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('relative', 'relative', 'JJ', 'B-NP', 'O')
('order', 'order', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('them,', 'them,', 'NN', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('similar', 'similar', 'JJ', 'B-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('heritability', 'heritability', 'NN', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('breast', 'breast', 'NN', 'I-NP', 'O')
('cancer,', 'cancer,', 'VBD', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-NP', 'O')
('heritability', 'heritability', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('women,', 'women,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('lower', 'low', 'JJR', 'B-NP', 'O')
('heritability', 'heritability', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('stomach', 'stomach', 'NN', 'B-NP', 'O')
('cancer.', 'cancer.', 'NN', 'I-NP', 'O')
Familial recurrence risk is a parameter which is needed for non-parametric linkage analysis.
('Familial', 'Familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('parameter', 'parameter', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('needed', 'need', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('non-parametric', 'non-parametric', 'JJ', 'B-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('analysis.', 'analysis.', 'NN', 'I-NP', 'O')
In non-parametric linkage analysis or penetrance-model free linkage analysis, identity by descent (IBD) value is calculated to examine the specific effect of markers, and X value is used for estimating overall genetic effects.
('In', 'In', 'IN', 'B-PP', 'O')
('non-parametric', 'non-parametric', 'JJ', 'B-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('penetrance-model', 'penetrance-model', 'JJ', 'B-NP', 'O')
('free', 'free', 'JJ', 'I-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('analysis,', 'analysis,', 'NN', 'I-NP', 'O')
('identity', 'identity', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('descent', 'descent', 'JJ', 'B-NP', 'O')
('(IBD)', '(IBD)', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('examine', 'examine', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('specific', 'specific', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('markers,', 'markers,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('X', 'X', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('estimating', 'estimate', 'VBG', 'B-VP', 'O')
('overall', 'overall', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('effects.', 'effects.', 'NNS', 'I-NP', 'O')
Although classical parametric linkage analysis has been very powerful to detect genetic variations of Mendelian diseases/ traits, IBD-based linkage methods better suit for many common complex diseases.
('Although', 'Although', 'IN', 'B-SBAR', 'O')
('classical', 'classical', 'JJ', 'B-NP', 'O')
('parametric', 'parametric', 'JJ', 'I-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('very', 'very', 'RB', 'B-ADJP', 'O')
('powerful', 'powerful', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('detect', 'detect', 'VB', 'I-VP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('variations', 'variation', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Mendelian', 'Mendelian', 'JJ', 'B-NP', 'O')
('diseases/', 'diseases/', 'NN', 'I-NP', 'O')
('traits,', 'traits,', 'NN', 'I-NP', 'O')
('IBD-based', 'IBD-based', 'JJ', 'I-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('better', 'good', 'JJR', 'B-NP', 'O')
('suit', 'suit', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('complex', 'complex', 'NN', 'I-NP', 'O')
('diseases.', 'diseases.', 'NNS', 'I-NP', 'O')
Given that linkage studies are still powerful and useful study for common complex human disease, and IBD-based linkage methods have higher flexibilities and more power in many cases (Klein etal., 2005; Edwards etal., 2005), genomic epidemiologic parameters like X in Korean population can be used as a future reference of various genetic studies.
('Given', 'Give', 'VBN', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('linkage', 'linkage', 'NN', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('still', 'still', 'RB', 'B-ADVP', 'O')
('powerful', 'powerful', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('useful', 'useful', 'JJ', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('common', 'common', 'JJ', 'B-NP', 'O')
('complex', 'complex', 'JJ', 'I-NP', 'O')
('human', 'human', 'JJ', 'I-NP', 'O')
('disease,', 'disease,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('IBD-based', 'IBD-based', 'JJ', 'B-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-NP', 'O')
('flexibilities', 'flexibility', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('(Klein', '(Klein', 'NNP', 'I-NP', 'O')
('etal.,', 'etal.,', 'NNP', 'I-NP', 'O')
('2005;', '2005;', ':', 'O', 'O')
('Edwards', 'Edwards', 'NNP', 'B-NP', 'O')
('etal.,', 'etal.,', 'NNP', 'I-NP', 'O')
('2005),', '2005),', 'VBD', 'B-VP', 'O')
('genomic', 'genomic', 'JJ', 'B-NP', 'O')
('epidemiologic', 'epidemiologic', 'JJ', 'I-NP', 'O')
('parameters', 'parameter', 'NNS', 'I-NP', 'O')
('like', 'like', 'IN', 'B-PP', 'O')
('X', 'X', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Korean', 'Korean', 'JJ', 'B-NP', 'B-cell_type')
('population', 'population', 'NN', 'I-NP', 'I-cell_type')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('future', 'future', 'JJ', 'I-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('studies.', 'studies.', 'NNS', 'I-NP', 'O')
In the study X of like-sex twins are determined by X of both monozygotic twins and dizygotic twins, however considering that monozygotes were majority the results should be close to X of monozygotes.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('X', 'X', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('like-sex', 'like-sex', 'NN', 'B-NP', 'B-protein')
('twins', 'twin', 'NNS', 'I-NP', 'I-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('determined', 'determine', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('X', 'X', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('both', 'both', 'DT', 'B-NP', 'O')
('monozygotic', 'monozygotic', 'JJ', 'I-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('dizygotic', 'dizygotic', 'JJ', 'B-NP', 'O')
('twins,', 'twins,', 'NN', 'I-NP', 'O')
('however', 'however', 'RB', 'B-VP', 'O')
('considering', 'consider', 'VBG', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('monozygotes', 'monozygote', 'NNS', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('majority', 'majority', 'NN', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('close', 'close', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('X', 'X', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('monozygotes.', 'monozygotes.', 'NN', 'B-NP', 'O')
X of dizygotic twins can be a maximal expected value of Xs.
('X', 'X', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('dizygotic', 'dizygotic', 'JJ', 'B-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('maximal', 'maximal', 'JJ', 'I-NP', 'O')
('expected', 'expect', 'VBN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Xs.', 'Xs.', 'NN', 'B-NP', 'O')
If X of monozygotic twins are compared with Xs, it can give clues about the underlying genetic mechanism and number of genes involved.
('If', 'If', 'IN', 'B-SBAR', 'O')
('X', 'X', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('monozygotic', 'monozygotic', 'JJ', 'B-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('compared', 'compare', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('Xs,', 'Xs,', 'NN', 'B-NP', 'B-DNA')
('it', 'it', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('give', 'give', 'VB', 'I-VP', 'O')
('clues', 'clue', 'NNS', 'B-NP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('underlying', 'underlie', 'VBG', 'I-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('mechanism', 'mechanism', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('involved.', 'involved.', 'VBP', 'B-VP', 'O')
Most of the genetic parameters of cancers have been drawn in Caucasian populations (Fearon, 1997; Jo and Chung, 2005).
('Most', 'Most', 'JJS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('parameters', 'parameter', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('drawn', 'draw', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Caucasian', 'Caucasian', 'JJ', 'B-NP', 'B-cell_type')
('populations', 'population', 'NNS', 'I-NP', 'I-cell_type')
('(Fearon,', '(Fearon,', 'NNP', 'B-NP', 'O')
('1997;', '1997;', 'CD', 'I-NP', 'O')
('Jo', 'Jo', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Chung,', 'Chung,', 'NNP', 'I-NP', 'O')
('2005).', '2005).', 'CD', 'I-NP', 'O')
Lichtenstein et al.
('Lichtenstein', 'Lichtenstein', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2000) pooled existing twin registries in European countries and measured heritability for a range of cancers.
('(2000)', '(2000)', 'LS', 'B-LST', 'O')
('pooled', 'pool', 'VBD', 'B-VP', 'O')
('existing', 'exist', 'VBG', 'B-NP', 'O')
('twin', 'twin', 'JJ', 'I-NP', 'O')
('registries', 'registry', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('European', 'European', 'JJ', 'B-NP', 'O')
('countries', 'country', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('measured', 'measure', 'VBN', 'B-NP', 'O')
('heritability', 'heritability', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('range', 'range', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers.', 'cancers.', 'NN', 'B-NP', 'O')
Compared with thestudy of Lichtenstein et al., the prevalences of cancers are as much as ten times lower in this study.
('Compared', 'Compare', 'VBN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Lichtenstein', 'Lichtenstein', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prevalences', 'prevalence', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('as', 'as', 'RB', 'B-NP', 'O')
('much', 'much', 'JJ', 'I-NP', 'O')
('as', 'as', 'IN', 'I-NP', 'O')
('ten', 'ten', 'CD', 'I-NP', 'O')
('times', 'time', 'NNS', 'I-NP', 'O')
('lower', 'low', 'JJR', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study.', 'study.', 'NN', 'I-NP', 'O')
In addition, the concordance rate of each cancers are also lower so that stomach cancer showed a sixth to eighth, breast cancer a fifth to seventh, and colorectal cancer a forth to fifth (monozygote and dizygote).
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('lower', 'low', 'JJR', 'B-ADJP', 'O')
('so', 'so', 'IN', 'B-SBAR', 'O')
('that', 'that', 'IN', 'I-SBAR', 'O')
('stomach', 'stomach', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('sixth', 'sixth', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('eighth,', 'eighth,', 'VB', 'I-VP', 'O')
('breast', 'breast', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('fifth', 'fifth', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('seventh,', 'seventh,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('forth', 'forth', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('fifth', 'fifth', 'JJ', 'B-NP', 'O')
('(monozygote', '(monozygote', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('dizygote).', 'dizygote).', 'NN', 'I-NP', 'O')
The difference of the parameters can be explained by the fact that 1) difference in the incidence of each cancers, 2) the average age of the subjects in Korean Twin Registry is younger than that of the European study so that the concordance rate could have been underestimated, 3) Relatively conservative operational definition of cancers used in the study, 4) the use of like-sex twins rather than exact monozygotic or dizygotic twins in the study.
('The', 'The', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('parameters', 'parameter', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('explained', 'explain', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fact', 'fact', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('1)', '1)', 'LS', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('incidence', 'incidence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('cancers,', 'cancers,', 'NN', 'I-NP', 'O')
('2)', '2)', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('average', 'average', 'JJ', 'I-NP', 'O')
('age', 'age', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('subjects', 'subject', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Korean', 'Korean', 'NNP', 'B-NP', 'O')
('Twin', 'Twin', 'NNP', 'I-NP', 'O')
('Registry', 'Registry', 'NNP', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('younger', 'young', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('European', 'European', 'JJ', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('so', 'so', 'IN', 'B-SBAR', 'O')
('that', 'that', 'IN', 'I-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('underestimated,', 'underestimated,', 'IN', 'B-PP', 'O')
('3)', '3)', 'LS', 'B-LST', 'O')
('Relatively', 'Relatively', 'RB', 'B-NP', 'O')
('conservative', 'conservative', 'JJ', 'I-NP', 'O')
('operational', 'operational', 'JJ', 'I-NP', 'O')
('definition', 'definition', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('used', 'use', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('4)', '4)', 'CD', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('use', 'use', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('like-sex', 'like-sex', 'NN', 'B-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('rather', 'rather', 'RB', 'B-CONJP', 'O')
('than', 'than', 'IN', 'I-CONJP', 'O')
('exact', 'exact', 'VB', 'B-VP', 'O')
('monozygotic', 'monozygotic', 'JJ', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('dizygotic', 'dizygotic', 'JJ', 'I-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study.', 'study.', 'NN', 'I-NP', 'O')
X values were estimated to be larger by 2-2.5 for breast and colorectal cancers but less for stomach cancer, mainly because the smaller population prevalence.
('X', 'X', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('estimated', 'estimate', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('larger', 'large', 'JJR', 'B-ADJP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('2-2.5', '2-2.5', 'CD', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('breast', 'breast', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('less', 'less', 'JJR', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('stomach', 'stomach', 'NN', 'B-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('mainly', 'mainly', 'RB', 'B-ADVP', 'O')
('because', 'because', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('smaller', 'small', 'JJR', 'I-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('prevalence.', 'prevalence.', '.', 'O', 'O')
While the absolute comparisons of X with those of other studies can be inappropriate, the relative size of X within the study has the meaning.
('While', 'While', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('absolute', 'absolute', 'JJ', 'I-NP', 'O')
('comparisons', 'comparison', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('X', 'X', 'NN', 'B-NP', 'B-protein')
('with', 'with', 'IN', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('inappropriate,', 'inappropriate,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('relative', 'relative', 'JJ', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('X', 'X', 'NN', 'B-NP', 'B-DNA')
('within', 'within', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('meaning.', 'meaning.', 'NN', 'I-NP', 'O')
In this context, stomach cancer and colorectal cancer of women showed difference compared with other findings.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('context,', 'context,', 'NN', 'I-NP', 'O')
('stomach', 'stomach', 'NN', 'I-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('difference', 'difference', 'NN', 'B-NP', 'O')
('compared', 'compare', 'VBN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('findings.', 'findings.', 'NNS', 'I-NP', 'O')
Stomach cancer indicated less genetic contribution, while colorectal cancer of women showed larger genetic contribution.
('Stomach', 'Stomach', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('indicated', 'indicate', 'VBD', 'B-VP', 'O')
('less', 'less', 'RBR', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('contribution,', 'contribution,', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('larger', 'large', 'JJR', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('contribution.', 'contribution.', 'NN', 'I-NP', 'O')
The differencecan be partially explained from the difference in the environmental exposure of stomach cancer risk factors, such as the prevalence of H pylori infection, high salt diet and smoking rate, etc.
('The', 'The', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
