A Comparative Analysis of Monofunctional Biosynthetic Peptidoglycan Transglycosylase (MBPT) from Pathogenic and Non-pathogenic Bacteria.
('A', 'A', 'DT', 'B-NP', 'O')
('continue', 'continue', 'VB', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('show', 'show', 'VB', 'I-VP', 'O')
('details', 'detail', 'NNS', 'B-NP', 'O')
('found', 'find', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('presented', 'present', 'VBN', 'B-VP', 'O')
('here', 'here', 'RB', 'B-ADVP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('novel,', 'novel,', 'NN', 'I-NP', 'O')
('applicable', 'applicable', 'JJ', 'I-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('wide', 'wide', 'JJ', 'I-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('bacteria.', 'bacteria.', 'NNS', 'I-NP', 'O')
The bioinformatic analysis of Monofunctional Biosynthetic Peptidoglycan Transglycosylase presented here shows a clear distinction in the protein sequence between the infectious and non infectious bacteria.
('The', 'The', 'DT', 'B-NP', 'O')
('bioinformatic', 'bioinformatic', 'JJ', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Monofunctional', 'Monofunctional', 'JJ', 'B-NP', 'B-protein')
('Biosynthetic', 'Biosynthetic', 'JJ', 'I-NP', 'I-protein')
('Peptidoglycan', 'Peptidoglycan', 'NN', 'I-NP', 'I-protein')
('Transglycosylase', 'Transglycosylase', 'NN', 'I-NP', 'I-protein')
('presented', 'present', 'VBN', 'B-VP', 'O')
('here', 'here', 'RB', 'B-ADVP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('clear', 'clear', 'JJ', 'I-NP', 'O')
('distinction', 'distinction', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequence', 'sequence', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria.', 'bacteria.', 'NN', 'I-NP', 'O')
Further analysis can be done to create a viable application to fight a multitude of bacterial infection using MBPT.
('Further', 'Further', 'JJ', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('done', 'do', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('create', 'create', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('viable', 'viable', 'JJ', 'I-NP', 'O')
('application', 'application', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('fight', 'fight', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('multitude', 'multitude', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacterial', 'bacterial', 'JJ', 'B-NP', 'O')
('infection', 'infection', 'NN', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('MBPT.', 'MBPT.', 'NNP', 'B-NP', 'O')
An analysis of the role of MBPT in cell division may further shed some light on its cellular role as well as its ability to evade antibiotics, like β-lactam, which inhibit the bifunctional transpeptidase activity of PBP (Di Berardino et al., 1996).
('An', 'An', 'DT', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('cell', 'cell', 'NN', 'B-NP', 'O')
('division', 'division', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('further', 'further', 'RB', 'I-VP', 'O')
('shed', 'shed', 'VB', 'I-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('light', 'light', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('cellular', 'cellular', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('ability', 'ability', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('evade', 'evade', 'VB', 'I-VP', 'O')
('antibiotics,', 'antibiotics,', 'NN', 'B-NP', 'B-protein')
('like', 'like', 'IN', 'B-PP', 'O')
('β-lactam,', 'β-lactam,', 'NNS', 'B-NP', 'B-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('inhibit', 'inhibit', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bifunctional', 'bifunctional', 'JJ', 'I-NP', 'O')
('transpeptidase', 'transpeptidase', 'NN', 'I-NP', 'O')
('activity', 'activity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('PBP', 'PBP', 'NN', 'B-NP', 'B-protein')
('(Di', '(Di', 'NNP', 'I-NP', 'O')
('Berardino', 'Berardino', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1996).', '1996).', 'CD', 'B-NP', 'O')
A comparison of the monofunctional and bifunctional protein sequences may produce further insight in the pathogenicity of these cell wall building proteins.
('A', 'A', 'DT', 'B-NP', 'O')
('comparison', 'comparison', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('monofunctional', 'monofunctional', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('bifunctional', 'bifunctional', 'JJ', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('produce', 'produce', 'VB', 'I-VP', 'O')
('further', 'further', 'JJ', 'B-NP', 'O')
('insight', 'insight', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pathogenicity', 'pathogenicity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('wall', 'wall', 'NN', 'I-NP', 'O')
('building', 'building', 'NN', 'I-NP', 'O')
('proteins.', 'proteins.', 'NN', 'I-NP', 'O')
The analysis presented here provides a basis on which further research for utilizing MBPT as a new target for inhibiting bacterial infection can be built upon.
('The', 'The', 'DT', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('presented', 'present', 'VBN', 'B-VP', 'O')
('here', 'here', 'RB', 'B-ADVP', 'O')
('provides', 'provide', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('basis', 'basis', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('further', 'further', 'JJ', 'B-NP', 'O')
('research', 'research', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('utilizing', 'utilize', 'VBG', 'B-VP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('inhibiting', 'inhibit', 'VBG', 'B-VP', 'O')
('bacterial', 'bacterial', 'JJ', 'B-NP', 'O')
('infection', 'infection', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('built', 'build', 'VBN', 'I-VP', 'O')
('upon.', 'upon.', 'IN', 'O', 'O')
