Gene Expression Analysis for Statin-induced Cytotoxicity from Rat Primary Hepatocytes.
('Gene', 'Gene', 'NN', 'B-NP', 'O')
('1999;', '1999;', 'CD', 'B-NP', 'O')
('Hsu', 'Hsu', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2006;', '2006;', ':', 'O', 'O')
('Johnston', 'Johnston', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1999).', '1999).', 'CD', 'B-NP', 'O')
This observation concurred with previously reported clinical effects of statins on inflammation or coagulation (Dols et al., 2009, Maitland van der Zee et al., 2009).
('This', 'This', 'DT', 'B-NP', 'O')
('observation', 'observation', 'NN', 'I-NP', 'O')
('concurred', 'concur', 'VBD', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('previously', 'previously', 'RB', 'B-NP', 'O')
('reported', 'report', 'VBN', 'I-NP', 'O')
('clinical', 'clinical', 'JJ', 'I-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('statins', 'statin', 'NNS', 'B-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('inflammation', 'inflammation', 'NN', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('coagulation', 'coagulation', 'NN', 'I-NP', 'B-protein')
('(Dols', '(Dol', 'NNS', 'I-NP', 'I-protein')
('et', 'et', 'FW', 'B-ADVP', 'I-protein')
('al.,', 'al.,', 'FW', 'I-ADVP', 'I-protein')
('2009,', '2009,', 'VBD', 'B-VP', 'I-protein')
('Maitland', 'Maitland', 'NNP', 'B-NP', 'O')
('van', 'van', 'NNP', 'I-NP', 'O')
('der', 'der', 'NNP', 'I-NP', 'O')
('Zee', 'Zee', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
This implied the involvement of these biological pathways in the observed cytotoxic effect of statins on rat hepatocytes.
('This', 'This', 'DT', 'B-NP', 'O')
('implied', 'imply', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('involvement', 'involvement', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('pathways', 'pathway', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('observed', 'observe', 'VBN', 'I-NP', 'O')
('cytotoxic', 'cytotoxic', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('statins', 'statin', 'NNS', 'B-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('rat', 'rat', 'NN', 'B-NP', 'O')
('hepatocytes.', 'hepatocytes.', 'NN', 'I-NP', 'O')
Genes involved in cell proliferation were also found from the probe set, for example Cdc42ep5 predicted and Tgfbeta2.
('Genes', 'Gene', 'NNS', 'B-NP', 'O')
('involved', 'involve', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('cell', 'cell', 'NN', 'B-NP', 'O')
('proliferation', 'proliferation', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probe', 'probe', 'NN', 'I-NP', 'O')
('set,', 'set,', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('example', 'example', 'NN', 'B-NP', 'O')
('Cdc42ep5', 'Cdc42ep5', 'NN', 'I-NP', 'O')
('predicted', 'predict', 'VBN', 'B-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Tgfbeta2.', 'Tgfbeta2.', 'NN', 'B-NP', 'B-protein')
Beside genes involved in inflammation and proliferation, a liver specific gene, Hnf4alpha was isolated.
('Beside', 'Beside', 'NN', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('involved', 'involve', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('inflammation', 'inflammation', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('proliferation,', 'proliferation,', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'O')
('specific', 'specific', 'JJ', 'I-NP', 'O')
('gene,', 'gene,', 'NN', 'I-NP', 'O')
('Hnf4alpha', 'Hnf4alpha', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('isolated.', 'isolated.', 'VBN', 'I-VP', 'O')
Hnf4alpa is known as a liver specific transcription factor and reported to have interaction with SMAD3/4 protein in TGFbeta pathway (Zannis et al., 2001).
('Hnf4alpa', 'Hnf4alpa', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'B-protein')
('specific', 'specific', 'JJ', 'I-NP', 'I-protein')
('transcription', 'transcription', 'NN', 'I-NP', 'I-protein')
('factor', 'factor', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('reported', 'report', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('interaction', 'interaction', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('SMAD3/4', 'SMAD3/4', 'NN', 'B-NP', 'B-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('TGFbeta', 'TGFbeta', 'NN', 'B-NP', 'B-protein')
('pathway', 'pathway', 'NN', 'I-NP', 'O')
('(Zannis', '(Zannis', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2001).', '2001).', 'CD', 'B-NP', 'O')
Hnf4alpha is also reported to have implication in ER stress induced acute phase response in liver (Luebke-Wheeler et al., 2008).
('Hnf4alpha', 'Hnf4alpha', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('implication', 'implication', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('ER', 'ER', 'NN', 'B-NP', 'B-protein')
('stress', 'stress', 'NN', 'I-NP', 'O')
('induced', 'induce', 'VBD', 'B-VP', 'O')
('acute', 'acute', 'JJ', 'B-NP', 'O')
('phase', 'phase', 'NN', 'I-NP', 'O')
('response', 'response', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('liver', 'liver', 'NN', 'B-NP', 'O')
('(Luebke-Wheeler', '(Luebke-Wheeler', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
Expression of annotated 21 genes was further examined by RT-PCR to confirm microarray results (Fig.
('Expression', 'Expression', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('annotated', 'annotate', 'VBN', 'B-NP', 'O')
('21', '21', 'CD', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('was', 'be', 'VBD', 'B-VP', 'O')
('further', 'further', 'RBR', 'I-VP', 'O')
('examined', 'examine', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('RT-PCR', 'RT-PCR', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('confirm', 'confirm', 'VB', 'I-VP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
6).
('6).', '6).', 'LS', 'B-LST', 'O')
As seen in Fig.
('As', 'As', 'IN', 'B-SBAR', 'O')
('seen', 'see', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
6, some of them (Creb3I3, Lamc2, Flat and Oldlr1) did not produce any detectable PCR products but still most of them showed certain concordance to microarray results.
('6,', '6,', 'LS', 'B-LST', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('(Creb3I3,', '(Creb3I3,', 'NN', 'B-NP', 'O')
('Lamc2,', 'Lamc2,', 'NN', 'I-NP', 'O')
('Flat', 'Flat', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Oldlr1)', 'Oldlr1)', 'NN', 'B-NP', 'O')
('did', 'do', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('produce', 'produce', 'VB', 'I-VP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('detectable', 'detectable', 'JJ', 'I-NP', 'O')
('PCR', 'PCR', 'NN', 'I-NP', 'B-DNA')
('products', 'product', 'NNS', 'I-NP', 'I-DNA')
('but', 'but', 'CC', 'O', 'O')
('still', 'still', 'RB', 'B-ADVP', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('certain', 'certain', 'JJ', 'B-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('results.', 'results.', 'NNS', 'I-NP', 'O')
In particular, genes whose functions are closely related to liver toxicity such as Crp, Hnf4alpha and TGFbeta2 showed very good concordance between microarray and RT-PCR results.
('In', 'In', 'IN', 'B-PP', 'O')
('particular,', 'particular,', 'NN', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('whose', 'whose', 'WP$', 'B-NP', 'O')
('functions', 'function', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('closely', 'closely', 'RB', 'B-ADJP', 'O')
('related', 'related', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('liver', 'liver', 'NN', 'B-NP', 'O')
('toxicity', 'toxicity', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('Crp,', 'Crp,', 'NN', 'B-NP', 'B-protein')
('Hnf4alpha', 'Hnf4alpha', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('TGFbeta2', 'TGFbeta2', 'NN', 'I-NP', 'B-protein')
('showed', 'show', 'VBD', 'B-VP', 'O')
('very', 'very', 'RB', 'B-NP', 'O')
('good', 'good', 'JJ', 'I-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('RT-PCR', 'RT-PCR', 'NN', 'I-NP', 'O')
('results.', 'results.', 'NNS', 'I-NP', 'O')
In the presented study, we employed gene expression profiling techniques and bioinformatic analyses to find a set of genes which may serve as indicators for statininduced liver toxicity.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('presented', 'present', 'VBN', 'I-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('employed', 'employ', 'VBD', 'B-VP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('profiling', 'profiling', 'NN', 'I-NP', 'O')
('techniques', 'technique', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('bioinformatic', 'bioinformatic', 'JJ', 'B-NP', 'O')
('analyses', 'analysis', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('find', 'find', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'B-DNA')
('which', 'which', 'WDT', 'B-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('serve', 'serve', 'VB', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('indicators', 'indicator', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('statininduced', 'statininduce', 'VBN', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'O')
('toxicity.', 'toxicity.', 'NN', 'I-NP', 'O')
Since statins are mostly widely used drugs in the world to treat pandemic hyperchoresterolemia and have been reported recurrently to have liver toxicity in clinical uses, finding genes which could explain underlying mechanism and serve as indicator is of most interest in drug development and regulation field.
('Since', 'Since', 'IN', 'B-SBAR', 'O')
('statins', 'statin', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('mostly', 'mostly', 'RB', 'I-VP', 'O')
('widely', 'widely', 'RB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('drugs', 'drug', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('world', 'world', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('treat', 'treat', 'VB', 'I-VP', 'O')
('pandemic', 'pandemic', 'JJ', 'B-NP', 'O')
('hyperchoresterolemia', 'hyperchoresterolemia', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('recurrently', 'recurrently', 'RB', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('liver', 'liver', 'NN', 'B-NP', 'O')
('toxicity', 'toxicity', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('clinical', 'clinical', 'JJ', 'B-NP', 'O')
('uses,', 'uses,', 'NN', 'I-NP', 'O')
('finding', 'finding', 'NN', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('explain', 'explain', 'VB', 'I-VP', 'O')
('underlying', 'underlie', 'VBG', 'I-VP', 'O')
('mechanism', 'mechanism', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('serve', 'serve', 'VB', 'B-VP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('indicator', 'indicator', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('interest', 'interest', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('drug', 'drug', 'NN', 'B-NP', 'O')
('development', 'development', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('regulation', 'regulation', 'NN', 'B-NP', 'O')
('field.', 'field.', 'NN', 'I-NP', 'O')
By combining an in vitro model system and microarray techniques, we were able to isolate genes whose expressions were commonly modulated by statins and which also had biological functions related to response to stress.
('By', 'By', 'IN', 'B-PP', 'O')
('combining', 'combine', 'VBG', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('in', 'in', 'FW', 'I-NP', 'O')
('vitro', 'vitro', 'FW', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('system', 'system', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('techniques,', 'techniques,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('able', 'able', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('isolate', 'isolate', 'VB', 'I-VP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('whose', 'whose', 'WP$', 'B-NP', 'O')
('expressions', 'expression', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('commonly', 'commonly', 'RB', 'I-VP', 'O')
('modulated', 'modulate', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('statins', 'statin', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('biological', 'biological', 'JJ', 'B-NP', 'O')
('functions', 'function', 'NNS', 'I-NP', 'O')
('related', 'relate', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('response', 'response', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('stress.', 'stress.', 'VB', 'I-VP', 'O')
It is still too early to say that the genes listed in this work could serve as biomarkers for statininduced liver toxicity but they demonstrated the potential of gene expression analysis for understanding and predicting certain effects of drugs such as statininduced cytotoxicity in rat primary hepatocytes.
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('still', 'still', 'RB', 'B-ADVP', 'O')
('too', 'too', 'RB', 'B-ADJP', 'O')
('early', 'early', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('say', 'say', 'VB', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('listed', 'list', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('work', 'work', 'NN', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('serve', 'serve', 'VB', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('biomarkers', 'biomarker', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('statininduced', 'statininduce', 'VBN', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'O')
('toxicity', 'toxicity', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('demonstrated', 'demonstrate', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('potential', 'potential', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('understanding', 'understand', 'VBG', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('predicting', 'predict', 'VBG', 'I-VP', 'O')
('certain', 'certain', 'JJ', 'B-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('drugs', 'drug', 'NNS', 'B-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('statininduced', 'statininduce', 'VBN', 'B-NP', 'O')
('cytotoxicity', 'cytotoxicity', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('rat', 'rat', 'NN', 'B-NP', 'O')
('primary', 'primary', 'JJ', 'I-NP', 'O')
('hepatocytes.', 'hepatocytes.', 'NN', 'I-NP', 'O')
To further validate current findings and make applicable to clinical purpose, it will necessary to compare biomarkers from rat primary hepatocytes with those from human primary hepatocytes or those from human liver tissues (Hart et al., 2010).
('To', 'To', 'TO', 'B-VP', 'O')
('further', 'further', 'RB', 'I-VP', 'O')
('validate', 'validate', 'VB', 'I-VP', 'O')
('current', 'current', 'JJ', 'B-NP', 'O')
('findings', 'finding', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('make', 'make', 'VB', 'B-VP', 'O')
('applicable', 'applicable', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('clinical', 'clinical', 'JJ', 'B-NP', 'O')
('purpose,', 'purpose,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('necessary', 'necessary', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('biomarkers', 'biomarker', 'NNS', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('rat', 'rat', 'NN', 'B-NP', 'B-cell_type')
('primary', 'primary', 'JJ', 'I-NP', 'I-cell_type')
('hepatocytes', 'hepatocyte', 'NNS', 'I-NP', 'I-cell_type')
('with', 'with', 'IN', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'B-cell_type')
('primary', 'primary', 'JJ', 'I-NP', 'I-cell_type')
('hepatocytes', 'hepatocyte', 'NNS', 'I-NP', 'I-cell_type')
('or', 'or', 'CC', 'O', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'O')
('tissues', 'tissue', 'NNS', 'I-NP', 'O')
('(Hart', '(Hart', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
