Recovery of Genes Epigenetically Altered by the Histone Deacetylase Inhibitor Scriptaid and Demethylating Agent 5-Azacytidine in Human Leukemia Cells.
('Recovery', 'Recovery', 'NN', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('involved', 'involve', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('oncogenesis,', 'oncogenesis,', 'NN', 'B-NP', 'O')
('CCNA1', 'CCNA1', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('JUN', 'JUN', 'NNP', 'B-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'I-NP', 'O')
1, Table 4).
('1,', '1,', '1,', 'B-NP', 'O')
('Table', 'Table', 'NNP', 'I-NP', 'O')
('4).', '4).', '.', 'O', 'O')
These two genes could be the target genes to overcome with other chemotherapeutic agents, monoclonal antibodies, or small molecules which cannot be controlled with epigenetic therapy.
('These', 'These', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('to', 'to', 'TO', 'B-VP', 'O')
('overcome', 'overcome', 'VB', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('chemotherapeutic', 'chemotherapeutic', 'JJ', 'I-NP', 'O')
('agents,', 'agents,', 'NN', 'I-NP', 'O')
('monoclonal', 'monoclonal', 'JJ', 'I-NP', 'O')
('antibodies,', 'antibodies,', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('small', 'small', 'JJ', 'B-NP', 'O')
('molecules', 'molecule', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('cannot', 'cannot', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('controlled', 'control', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'B-NP', 'O')
('therapy.', 'therapy.', 'NN', 'I-NP', 'O')
There is some evidence that combination strategies with multiple epigenetic agents, such as demethylating agents and HDACis, show synergistic effects and benefits in hematological malignancies (Bishton et al., 2007; Cameron et al., 1999; ChavezBlanco et al., 2006; Desmond et al., 2007; Galm et al., 2006).
('There', 'There', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('evidence', 'evidence', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('strategies', 'strategy', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('multiple', 'multiple', 'JJ', 'B-NP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'I-NP', 'O')
('agents,', 'agents,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('demethylating', 'demethylate', 'VBG', 'B-NP', 'O')
('agents', 'agent', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('HDACis,', 'HDACis,', 'NN', 'B-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('synergistic', 'synergistic', 'JJ', 'B-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('benefits', 'benefit', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('hematological', 'hematological', 'JJ', 'B-NP', 'B-cell_type')
('malignancies', 'malignancy', 'NNS', 'I-NP', 'I-cell_type')
('(Bishton', '(Bishton', 'NNP', 'B-NP', 'I-cell_type')
('et', 'et', 'NNP', 'I-NP', 'I-cell_type')
('al.,', 'al.,', 'VBD', 'B-VP', 'I-cell_type')
('2007;', '2007;', ':', 'O', 'I-cell_type')
('Cameron', 'Cameron', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NNP', 'I-NP', 'O')
('1999;', '1999;', ':', 'O', 'O')
('ChavezBlanco', 'ChavezBlanco', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2006;', '2006;', ':', 'O', 'O')
('Desmond', 'Desmond', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', 'FW', 'I-NP', 'O')
('2007;', '2007;', ':', 'O', 'O')
('Galm', 'Galm', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
But, the lack of longterm followup of clinical data and the exact genetic information after treatment with multiple epigenetic therapy makes clinicians hesitate in using epigenetic combination therapy.
('But,', 'But,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('lack', 'lack', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('longterm', 'longterm', 'JJ', 'B-NP', 'O')
('followup', 'followup', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('clinical', 'clinical', 'JJ', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('exact', 'exact', 'JJ', 'I-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('treatment', 'treatment', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('multiple', 'multiple', 'JJ', 'B-NP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'I-NP', 'O')
('therapy', 'therapy', 'NN', 'I-NP', 'O')
('makes', 'make', 'VBZ', 'B-VP', 'O')
('clinicians', 'clinician', 'NNS', 'B-NP', 'O')
('hesitate', 'hesitate', 'VBP', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'B-NP', 'O')
('combination', 'combination', 'NN', 'I-NP', 'O')
('therapy.', 'therapy.', '.', 'O', 'O')
Demethylating agents, such as 5azacytidine and decitabine, are nonselective hypomethylating agents that can not selectively target specific chromosomal loci.
('Demethylating', 'Demethylate', 'VBG', 'B-VP', 'O')
('agents,', 'agents,', 'NN', 'B-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('decitabine,', 'decitabine,', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('nonselective', 'nonselective', 'JJ', 'B-NP', 'O')
('hypomethylating', 'hypomethylate', 'VBG', 'I-NP', 'O')
('agents', 'agent', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('selectively', 'selectively', 'RB', 'I-VP', 'O')
('target', 'target', 'VB', 'I-VP', 'O')
('specific', 'specific', 'JJ', 'B-NP', 'O')
('chromosomal', 'chromosomal', 'JJ', 'I-NP', 'O')
('loci.', 'loci.', 'NN', 'I-NP', 'O')
But, there are synergistic gene expression changes after multiple epigenetic therapy, and information about the target genes could be the weapons to conquer hematological malignancies.
('But,', 'But,', 'CC', 'O', 'B-protein')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('synergistic', 'synergistic', 'JJ', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('changes', 'change', 'VBZ', 'B-VP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('multiple', 'multiple', 'JJ', 'B-NP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'I-NP', 'O')
('therapy,', 'therapy,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('weapons', 'weapon', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('conquer', 'conquer', 'VB', 'I-VP', 'O')
('hematological', 'hematological', 'JJ', 'B-NP', 'O')
('malignancies.', 'malignancies.', 'NNS', 'I-NP', 'O')
There are no previous reports of microarray genetic profiles after treatment with both the demethylating agent 5azacytidine and the HDACi scriptaid.
('There', 'There', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('previous', 'previous', 'JJ', 'I-NP', 'O')
('reports', 'report', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('treatment', 'treatment', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('both', 'both', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('demethylating', 'demethylate', 'VBG', 'I-NP', 'O')
('agent', 'agent', 'NN', 'I-NP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('HDACi', 'HDACi', 'NNP', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
We report our results on leukemia cell microarray profiles after epigenetic combination therapy with the hope that they are the starting point of selectively targeted epigenetic therapy.
('We', 'We', 'PRP', 'B-NP', 'O')
('report', 'report', 'VBP', 'B-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'B-NP', 'O')
('combination', 'combination', 'NN', 'I-NP', 'O')
('therapy', 'therapy', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('hope', 'hope', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('starting', 'start', 'VBG', 'I-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('selectively', 'selectively', 'RB', 'B-NP', 'O')
('targeted', 'target', 'VBN', 'I-NP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'I-NP', 'O')
('therapy.', 'therapy.', 'NN', 'I-NP', 'O')
Nonetheless, combination trials will need to be designed carefully, as it is possible that unexpected toxicities may be unearthed.
('Nonetheless,', 'Nonetheless,', 'JJ', 'B-NP', 'O')
('combination', 'combination', 'NN', 'I-NP', 'O')
('trials', 'trial', 'NNS', 'I-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('need', 'need', 'VB', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('designed', 'design', 'VBN', 'I-VP', 'O')
('carefully,', 'carefully,', 'NN', 'B-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('possible', 'possible', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('unexpected', 'unexpected', 'JJ', 'B-NP', 'O')
('toxicities', 'toxicity', 'NNS', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('unearthed.', 'unearthed.', 'JJ', 'B-ADJP', 'O')
Transient thrombocytopenia is a common dosedependent toxic effect of HDACis, which may limit our ability to combine these drugs with chemotherapy (Bishton et al., 2007).
('Transient', 'Transient', 'JJ', 'B-NP', 'O')
('thrombocytopenia', 'thrombocytopenia', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('dosedependent', 'dosedependent', 'JJ', 'I-NP', 'O')
('toxic', 'toxic', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('HDACis,', 'HDACis,', 'NN', 'B-NP', 'B-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('limit', 'limit', 'VB', 'I-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('ability', 'ability', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('combine', 'combine', 'VB', 'I-VP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('drugs', 'drug', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('chemotherapy', 'chemotherapy', 'NN', 'B-NP', 'O')
('(Bishton', '(Bishton', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
Large randomized trials will be required to establish that combination approaches are advantageous.
('Large', 'Large', 'JJ', 'B-NP', 'O')
('randomized', 'randomize', 'VBN', 'I-NP', 'O')
('trials', 'trial', 'NNS', 'I-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('required', 'require', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('establish', 'establish', 'VB', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('approaches', 'approach', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('advantageous.', 'advantageous.', 'NNS', 'B-NP', 'O')
To further our understanding of the targets of these epigenetic agents, careful preclinical studies of mechanisms and pharmacodynamics analysis, incorporated within translational studies on clinical trials, are essential.
('To', 'To', 'TO', 'B-VP', 'O')
('further', 'further', 'VB', 'I-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('understanding', 'understanding', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('targets', 'target', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'I-NP', 'O')
('agents,', 'agents,', 'NN', 'I-NP', 'O')
('careful', 'careful', 'JJ', 'I-NP', 'O')
('preclinical', 'preclinical', 'JJ', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('mechanisms', 'mechanism', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('pharmacodynamics', 'pharmacodynamic', 'NNS', 'I-NP', 'O')
('analysis,', 'analysis,', 'NN', 'I-NP', 'O')
('incorporated', 'incorporate', 'VBN', 'B-VP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('translational', 'translational', 'JJ', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('clinical', 'clinical', 'JJ', 'B-NP', 'O')
('trials,', 'trials,', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('essential.', 'essential.', 'NN', 'B-NP', 'O')
As our knowledge of the epigenetic control of gene expression expands, novel targets for therapeutic intervention will be identified, and new classes of selectively targeted agents will be developed.
('As', 'As', 'IN', 'B-SBAR', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('knowledge', 'knowledge', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('epigenetic', 'epigenetic', 'JJ', 'I-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('expands,', 'expands,', 'VBD', 'B-VP', 'O')
('novel', 'novel', 'JJ', 'B-NP', 'O')
('targets', 'target', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('therapeutic', 'therapeutic', 'JJ', 'B-NP', 'O')
('intervention', 'intervention', 'NN', 'I-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('identified,', 'identified,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('new', 'new', 'JJ', 'B-NP', 'O')
('classes', 'class', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('selectively', 'selectively', 'RB', 'B-NP', 'O')
('targeted', 'target', 'VBN', 'I-NP', 'O')
('agents', 'agent', 'NNS', 'I-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('developed.', 'developed.', 'VBN', 'I-VP', 'O')
