Finding Interesting Genes Using Reliability in Various Gene Expression Models.
('Finding', 'Find', 'VBG', 'B-VP', 'O')
('much', 'much', 'RB', 'I-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('relationship', 'relationship', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('diagnostics.', 'diagnostics.', 'NN', 'I-NP', 'O')
Reliability and eBayes have the strongest association, where genes with high test statistic values also generally have high reliability.
('Reliability', 'Reliability', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('eBayes', 'eBaye', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('strongest', 'strong', 'JJS', 'I-NP', 'O')
('association,', 'association,', 'NN', 'I-NP', 'B-DNA')
('where', 'where', 'WRB', 'B-ADVP', 'I-DNA')
('genes', 'gene', 'NNS', 'B-NP', 'I-DNA')
('with', 'with', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('statistic', 'statistic', 'JJ', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('generally', 'generally', 'RB', 'B-ADVP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('reliability.', 'reliability.', 'NN', 'I-NP', 'O')
Many genes with high reliability have low test statistic values.
('Many', 'Many', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('statistic', 'statistic', 'JJ', 'I-NP', 'O')
('values.', 'values.', 'NNS', 'I-NP', 'O')
This association is similar for SAM and HLM but not so for ANOVA; there are several genes that have high ANOVA test statistics but relatively low reliability.
('This', 'This', 'DT', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('similar', 'similar', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('SAM', 'SAM', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('HLM', 'HLM', 'NN', 'I-NP', 'B-protein')
('but', 'but', 'CC', 'O', 'O')
('not', 'not', 'RB', 'B-ADVP', 'O')
('so', 'so', 'RB', 'I-ADVP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('ANOVA;', 'ANOVA;', 'NN', 'B-NP', 'B-protein')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('ANOVA', 'ANOVA', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('statistics', 'statistic', 'NNS', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('relatively', 'relatively', 'RB', 'B-NP', 'O')
('low', 'low', 'JJ', 'I-NP', 'O')
('reliability.', 'reliability.', 'NN', 'I-NP', 'O')
Brushing on the scatterplot matrix is done in the density plot of reliability.
('Brushing', 'Brush', 'VBG', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('scatterplot', 'scatterplot', 'NN', 'I-NP', 'O')
('matrix', 'matrix', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('done', 'do', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('density', 'density', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('reliability.', 'reliability.', 'NN', 'B-NP', 'O')
Genes with the highest reliability are brushed (red).
('Genes', 'Gene', 'NNS', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('highest', 'high', 'JJS', 'I-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('brushed', 'brush', 'VBN', 'I-VP', 'O')
('(red).', '(red).', 'LS', 'B-LST', 'O')
These same genes are colored (red) in the other plots.
('These', 'These', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('colored', 'color', 'VBN', 'I-VP', 'O')
('(red)', '(red)', 'LS', 'B-LST', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('plots.', 'plots.', 'NNS', 'I-NP', 'O')
The values that these genes have on the other diagnostics is interesting; they cover the full range of F statistic values for eBayes, SAM, and ANOVA but moderate to high values of χ2 for HLM.
('The', 'The', 'DT', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('diagnostics', 'diagnostic', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('interesting;', 'interesting;', 'NN', 'B-NP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('cover', 'cover', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('full', 'full', 'JJ', 'I-NP', 'O')
('range', 'range', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('F', 'F', 'NN', 'B-NP', 'O')
('statistic', 'statistic', 'JJ', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('eBayes,', 'eBayes,', 'NN', 'B-NP', 'B-protein')
('SAM,', 'SAM,', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('ANOVA', 'ANOVA', 'NN', 'B-NP', 'B-protein')
('but', 'but', 'CC', 'O', 'O')
('moderate', 'moderate', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('χ2', 'χ2', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('HLM.', 'HLM.', 'NN', 'B-NP', 'B-protein')
HLM uses the PM values, on which reliability is calculated, in the model, while the methods do not; so, there should be some similarity between the diagnostic values.
('HLM', 'HLM', 'NN', 'B-NP', 'B-protein')
('uses', 'use', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('calculated,', 'calculated,', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('model,', 'model,', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('do', 'do', 'VBP', 'B-VP', 'O')
('not;', 'not;', 'RB', 'B-ADVP', 'O')
('so,', 'so,', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('similarity', 'similarity', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagnostic', 'diagnostic', 'JJ', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
That there are some differences must be due to the use of non-robust estimates of the summary values.
('That', 'That', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('must', 'must', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('due', 'due', 'JJ', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('use', 'use', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('non-robust', 'non-robust', 'JJ', 'B-NP', 'O')
('estimates', 'estimate', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('summary', 'summary', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
Comparing eBayes and ANOVA, the high-reliability genes have a very strong relationship, and there are many genes rated highly by ANOVA that have low reliability.
('Comparing', 'Compare', 'VBG', 'B-NP', 'O')
('eBayes', 'eBaye', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'B-PP', 'O')
('ANOVA,', 'ANOVA,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('high-reliability', 'high-reliability', 'JJ', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('have', 'have', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('very', 'very', 'RB', 'I-NP', 'O')
('strong', 'strong', 'JJ', 'I-NP', 'O')
('relationship,', 'relationship,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('rated', 'rat', 'VBN', 'B-VP', 'O')
('highly', 'highly', 'RB', 'B-ADVP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('ANOVA', 'ANOVA', 'NN', 'B-NP', 'B-protein')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('reliability.', 'reliability.', 'NN', 'I-NP', 'O')
The most interesting feature of the diagnostics revealed by the scatterplot matrix is that there are three outliers, which are the three genes that eBayes, SAM, and HLM all rate very highly: 262128_at, 251428_at, and 254098_at.
('The', 'The', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('interesting', 'interesting', 'JJ', 'I-NP', 'O')
('feature', 'feature', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagnostics', 'diagnostic', 'NNS', 'I-NP', 'O')
('revealed', 'reveal', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('scatterplot', 'scatterplot', 'NN', 'I-NP', 'O')
('matrix', 'matrix', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('three', 'three', 'CD', 'B-NP', 'O')
('outliers,', 'outliers,', 'IN', 'O', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('three', 'three', 'CD', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('eBayes,', 'eBayes,', 'NN', 'B-NP', 'B-protein')
('SAM,', 'SAM,', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('HLM', 'HLM', 'NN', 'I-NP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('very', 'very', 'RB', 'B-NP', 'O')
('highly:', 'highly:', 'RB', 'I-NP', 'O')
('262128_at,', '262128_at,', 'CD', 'I-NP', 'O')
('251428_at,', '251428_at,', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('254098_at.', '254098_at.', 'CD', 'I-NP', 'O')
There is also an outlier in the values of ANOVA, which have low reliability, and this corresponds to the gene that ANOVA rates very highly, counter to all of the other diagnostics: 246785_at.
('There', 'There', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('outlier', 'outlier', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('ANOVA,', 'ANOVA,', 'NN', 'B-NP', 'B-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('reliability,', 'reliability,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('corresponds', 'correspond', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('ANOVA', 'ANOVA', 'NN', 'B-NP', 'O')
('rates', 'rate', 'NNS', 'I-NP', 'O')
('very', 'very', 'RB', 'B-ADVP', 'O')
('highly,', 'highly,', 'VBP', 'B-VP', 'O')
('counter', 'counter', 'RB', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('diagnostics:', 'diagnostics:', 'NN', 'I-NP', 'O')
('246785_at.', '246785_at.', '.', 'O', 'O')
We also see several other outliers in the ANOVA and Reliability plot that have low reliability, two of which correspond to 265575_at and 262605_at (Fig.
('We', 'We', 'PRP', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('see', 'see', 'VBP', 'B-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('outliers', 'outlier', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ANOVA', 'ANOVA', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Reliability', 'Reliability', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('reliability,', 'reliability,', 'NN', 'I-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('correspond', 'correspond', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('265575_at', '265575_at', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('262605_at', '262605_at', 'CD', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'I-NP', 'O')
7).
('7).', '7).', 'LS', 'B-LST', 'O')
From this analysis, it looks like eBayes, SAM, and HLM all do a reasonable job in finding significantly differentially expressed genes.
('From', 'From', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('analysis,', 'analysis,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('looks', 'look', 'VBZ', 'B-VP', 'O')
('like', 'like', 'IN', 'B-PP', 'O')
('eBayes,', 'eBayes,', 'NN', 'B-NP', 'O')
('SAM,', 'SAM,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('HLM', 'HLM', 'NN', 'I-NP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('do', 'do', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('reasonable', 'reasonable', 'JJ', 'I-NP', 'O')
('job', 'job', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('finding', 'find', 'VBG', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-NP', 'O')
('differentially', 'differentially', 'RB', 'I-NP', 'O')
('expressed', 'express', 'VBN', 'I-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
However, they can miss a few genes that perhaps should be detected, and they can also accept a few genes that perhaps should not be detected.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('miss', 'miss', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('few', 'few', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('perhaps', 'perhaps', 'RB', 'B-ADVP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('detected,', 'detected,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('accept', 'accept', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('few', 'few', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('perhaps', 'perhaps', 'RB', 'B-ADVP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('detected.', 'detected.', 'VBN', 'I-VP', 'O')
Reliability helps to uncover these.
('Reliability', 'Reliability', 'NN', 'B-NP', 'O')
('helps', 'help', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('uncover', 'uncover', 'VB', 'I-VP', 'O')
('these.', 'these.', 'DT', 'O', 'O')
Table 5 lists 5 genes that have high reliability (＞0.9) and relatively high ranks (＜1,000).
('Table', 'Table', 'JJ', 'B-NP', 'B-DNA')
('5', '5', 'CD', 'I-NP', 'I-DNA')
('lists', 'list', 'NNS', 'I-NP', 'I-DNA')
('5', '5', 'CD', 'B-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('(＞0.9)', '(＞0.9)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('relatively', 'relatively', 'RB', 'B-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('ranks', 'rank', 'NNS', 'I-NP', 'O')
('(＜1,000).', '(＜1,000).', 'LS', 'O', 'O')
But, they also have small foldchanges that might exclude them if filtering is conducted before the analysis.
('But,', 'But,', 'CC', 'O', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('small', 'small', 'JJ', 'B-NP', 'O')
('foldchanges', 'foldchange', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('might', 'might', 'MD', 'B-VP', 'O')
('exclude', 'exclude', 'VB', 'I-VP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('filtering', 'filtering', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('conducted', 'conduct', 'VBN', 'I-VP', 'O')
('before', 'before', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('analysis.', 'analysis.', 'NN', 'I-NP', 'O')
Profiles for two of these genes are shown in Fig.
('Profiles', 'Profile', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
8.
('8.', '8.', 'LS', 'B-LST', 'O')
These genes are characterized by small differences in the summary expression values for each treatment but also by very consistent PM values.
('These', 'These', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('characterized', 'characterize', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('small', 'small', 'JJ', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('summary', 'summary', 'NN', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'B-CONJP', 'O')
('also', 'also', 'RB', 'I-CONJP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('very', 'very', 'RB', 'B-NP', 'O')
('consistent', 'consistent', 'JJ', 'I-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
Based on the PM values, to which eBayes and SAM are blind, it could very well be argued that these are significantly differentially expressed genes.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('eBayes', 'eBaye', 'NNPS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('SAM', 'SAM', 'NN', 'B-NP', 'B-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('blind,', 'blind,', 'NN', 'B-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('very', 'very', 'RB', 'I-VP', 'O')
('well', 'well', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('argued', 'argue', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-ADVP', 'O')
('differentially', 'differentially', 'RB', 'B-NP', 'O')
('expressed', 'express', 'VBN', 'I-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
Table 6 lists 5 genes that have very low reliability (＜0.65) and relatively high ranks (＜1,000).
('Table', 'Table', 'JJ', 'B-NP', 'B-DNA')
('6', '6', 'CD', 'I-NP', 'I-DNA')
('lists', 'list', 'NNS', 'I-NP', 'I-DNA')
('5', '5', 'CD', 'B-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('very', 'very', 'RB', 'B-NP', 'O')
('low', 'low', 'JJ', 'I-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('(＜0.65)', '(＜0.65)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('relatively', 'relatively', 'RB', 'B-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('ranks', 'rank', 'NNS', 'I-NP', 'O')
('(＜1,000).', '(＜1,000).', 'LS', 'O', 'O')
They would be included in the significantly differently expressed genes, but the reliability of these genes is very low, casting doubt on the interestingness of these genes.
('They', 'They', 'PRP', 'B-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('included', 'include', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('significantly', 'significantly', 'RB', 'I-NP', 'O')
('differently', 'differently', 'RB', 'I-NP', 'O')
('expressed', 'express', 'VBD', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'B-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('very', 'very', 'RB', 'B-ADJP', 'O')
('low,', 'low,', 'JJ', 'I-ADJP', 'O')
('casting', 'cast', 'VBG', 'B-VP', 'O')
('doubt', 'doubt', 'NN', 'B-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('interestingness', 'interestingness', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
Based on the PM values, to which eBayes and SAM are blind, it could very well be argued that they are not significantly differentially expressed genes.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('eBayes', 'eBaye', 'NNPS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('SAM', 'SAM', 'NN', 'B-NP', 'B-protein')
