An Iterative Normalization Algorithm for cDNA Microarray Medical Data AnalysissA cDNA microarray experiment is one of the most usefulhigh-throughput experiments in medical informatics for monitoring gene expression levels.
('An', 'An', 'DT', 'B-NP', 'O')
('before', 'before', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'I-PP', 'O')
('after', 'after', 'IN', 'I-PP', 'O')
('normalization', 'normalization', 'NN', 'B-NP', 'O')
('confirms', 'confirm', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('arising', 'arise', 'VBG', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('certain', 'certain', 'JJ', 'I-NP', 'O')
('mechanical', 'mechanical', 'JJ', 'I-NP', 'O')
('problem.', 'problem.', 'NN', 'I-NP', 'O')
The spatial plot shows that the largest absolute M values above 10% are biased to the left part on a slide.
('The', 'The', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('largest', 'large', 'JJS', 'I-NP', 'O')
('absolute', 'absolute', 'JJ', 'I-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('above', 'above', 'IN', 'B-PP', 'O')
('10%', '10%', 'CD', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('biased', 'bias', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('left', 'left', 'JJ', 'I-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('slide.', 'slide.', 'NN', 'I-NP', 'O')
At a guess, when the arrayer fixes the probes in that part of the slide, the intensity of the automated robot might have been different from the other part.
('At', 'At', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('guess,', 'guess,', 'NN', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('arrayer', 'arrayer', 'NN', 'I-NP', 'O')
('fixes', 'fix', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probes', 'probe', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('slide,', 'slide,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('intensity', 'intensity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('automated', 'automate', 'VBN', 'I-NP', 'O')
('robot', 'robot', 'NN', 'I-NP', 'O')
('might', 'might', 'MD', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('different', 'different', 'JJ', 'B-ADJP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('part.', 'part.', 'NN', 'I-NP', 'O')
In addition, the histograms (Fig.3) confirm the particular problem on the slideby the numerical values.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('histograms', 'histogram', 'NNS', 'I-NP', 'O')
('(Fig.3)', '(Fig.3)', 'NN', 'I-NP', 'B-protein')
('confirm', 'confirm', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('particular', 'particular', 'JJ', 'I-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('slideby', 'slideby', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('numerical', 'numerical', 'JJ', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
This result showed the existence of a systematic error in prediction.
('This', 'This', 'DT', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('existence', 'existence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('systematic', 'systematic', 'JJ', 'I-NP', 'O')
('error', 'error', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('prediction.', 'prediction.', 'NN', 'B-NP', 'O')
After the iterative normalization method, the systematic error is relieved and the spatial plot displays balanced spot locations, and sum of M values are fluctuated andremained almost zero relative to the ones prior to normalization.
('After', 'After', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method,', 'method,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('systematic', 'systematic', 'JJ', 'I-NP', 'O')
('error', 'error', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('relieved', 'relieve', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('displays', 'display', 'VBZ', 'B-VP', 'O')
('balanced', 'balanced', 'JJ', 'B-NP', 'O')
('spot', 'spot', 'NN', 'I-NP', 'O')
('locations,', 'locations,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('sum', 'sum', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('M', 'M', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('fluctuated', 'fluctuate', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('remained', 'remain', 'VBD', 'B-VP', 'O')
('almost', 'almost', 'RB', 'B-NP', 'O')
('zero', 'zero', 'CD', 'I-NP', 'O')
('relative', 'relative', 'JJ', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ones', 'one', 'NNS', 'I-NP', 'O')
('prior', 'prior', 'RB', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('normalization.', 'normalization.', 'VB', 'I-VP', 'O')
Therefore, iterative normalization removes the spatial effect from the systematic error.
('Therefore,', 'Therefore,', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('removes', 'remove', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('systematic', 'systematic', 'JJ', 'I-NP', 'O')
('error.', 'error.', 'NN', 'I-NP', 'O')
The M&A plots with the LOWESS line (Fig.4) can grasp the whole pattern of the genes.
('The', 'The', 'DT', 'B-NP', 'O')
('M&A', 'M&A', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('LOWESS', 'LOWESS', 'NN', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('(Fig.4)', '(Fig.4)', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('grasp', 'grasp', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NN', 'I-NP', 'O')
After normalization, the curvature of the LOWESS line straightens to that of the reference line.
('After', 'After', 'IN', 'B-PP', 'O')
('normalization,', 'normalization,', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('curvature', 'curvature', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('LOWESS', 'LOWESS', 'NN', 'I-NP', 'B-cell_line')
('line', 'line', 'NN', 'I-NP', 'I-cell_line')
('straightens', 'straighten', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('line.', 'line.', 'NN', 'I-NP', 'O')
For the raw data, the part of the curvature is located at higher A values.
('For', 'For', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data,', 'data,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('curvature', 'curvature', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('located', 'located', 'JJ', 'B-ADJP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('higher', 'high', 'JJR', 'B-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
It is the opposite case of what is normally encountered.
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('opposite', 'opposite', 'JJ', 'I-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('what', 'what', 'WP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('normally', 'normally', 'RB', 'I-VP', 'O')
('encountered.', 'encountered.', 'VB', 'I-VP', 'O')
A common view of the intensities was that the curvature tends to occur at lower A values (Yang et al., 2002).
('A', 'A', 'DT', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('view', 'view', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('intensities', 'intensity', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('curvature', 'curvature', 'NN', 'I-NP', 'O')
('tends', 'tend', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('occur', 'occur', 'VB', 'I-VP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('lower', 'low', 'JJR', 'B-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values', 'value', 'VBZ', 'B-VP', 'O')
('(Yang', '(Yang', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2002).', '2002).', 'CD', 'B-NP', 'O')
This situation informs us that cDNA microarray analysis requires careful scrutiny before applying the normalization method.
('This', 'This', 'DT', 'B-NP', 'O')
('situation', 'situation', 'NN', 'I-NP', 'O')
('informs', 'inform', 'VBZ', 'B-VP', 'O')
('us', 'us', 'PRP', 'B-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('cDNA', 'cDNA', 'NN', 'B-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('requires', 'require', 'VBZ', 'B-VP', 'O')
('careful', 'careful', 'JJ', 'B-NP', 'O')
('scrutiny', 'scrutiny', 'NN', 'I-NP', 'O')
('before', 'before', 'IN', 'B-PP', 'O')
('applying', 'apply', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
In other words, the study of a more general normalization method without specific assumptions is more important.
('In', 'In', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('words,', 'words,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('more', 'more', 'RBR', 'I-NP', 'O')
('general', 'general', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('without', 'without', 'IN', 'B-PP', 'O')
('specific', 'specific', 'JJ', 'B-NP', 'O')
('assumptions', 'assumption', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('important.', 'important.', 'JJ', 'I-ADJP', 'O')
The iterative normalization method makes fewer assumptions than previous studies and worked its function successfully.
('The', 'The', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('makes', 'make', 'VBZ', 'B-VP', 'O')
('fewer', 'few', 'JJR', 'B-NP', 'O')
('assumptions', 'assumption', 'NNS', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('previous', 'previous', 'JJ', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('worked', 'work', 'VBD', 'B-VP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('successfully.', 'successfully.', 'NN', 'I-NP', 'O')
On the M&A plot after normalization with the housekeeping genes only, the M values are somewhat similar to those of the Lowess line of M&A plot after iterative normalization but the density of the M values over the reference line is lower than that one.
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M&A', 'M&A', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('normalization', 'normalization', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('only,', 'only,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('somewhat', 'somewhat', 'RB', 'B-ADJP', 'O')
('similar', 'similar', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Lowess', 'Lowess', 'NNP', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('M&A', 'M&A', 'NN', 'B-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('iterative', 'iterative', 'JJ', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('density', 'density', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('lower', 'low', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('one.', 'one.', 'CD', 'B-NP', 'O')
After global normalization simply using the whole genes to normalize, the M&A plot has a bent Lowess line.
('After', 'After', 'IN', 'B-PP', 'O')
('global', 'global', 'JJ', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('simply', 'simply', 'RB', 'B-ADVP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('normalize,', 'normalize,', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M&A', 'M&A', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('bent', 'bent', 'JJ', 'I-NP', 'O')
('Lowess', 'Lowess', 'NNP', 'I-NP', 'O')
('line.', 'line.', 'NN', 'I-NP', 'O')
This means that the unconditional control genes cannot perform any function to adjust for the errors.
('This', 'This', 'DT', 'B-NP', 'O')
('means', 'mean', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('unconditional', 'unconditional', 'JJ', 'I-NP', 'B-DNA')
('control', 'control', 'NN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('cannot', 'cannot', 'MD', 'B-VP', 'O')
('perform', 'perform', 'VB', 'I-VP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('adjust', 'adjust', 'VB', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('errors.', 'errors.', 'NN', 'I-NP', 'O')
In conclusion, the iterative normalization algorithm has more competitive result than the previous normalization method.
('In', 'In', 'IN', 'B-PP', 'O')
('conclusion,', 'conclusion,', 'NN', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('algorithm', 'algorithm', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('competitive', 'competitive', 'JJ', 'I-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('previous', 'previous', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
Boxplots are good for illustrating the characteristics of the data such as the median, variance and outliers.
('Boxplots', 'Boxplot', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('good', 'good', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('illustrating', 'illustrate', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('characteristics', 'characteristic', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('median,', 'median,', 'NN', 'I-NP', 'O')
('variance', 'variance', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('outliers.', 'outliers.', 'NN', 'B-NP', 'O')
Box plots, which were obtained here, reveal detailed descriptions about the print-tip effect.
('Box', 'Box', 'NN', 'B-NP', 'O')
('plots,', 'plots,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('obtained', 'obtain', 'VBN', 'I-VP', 'O')
('here,', 'here,', 'RB', 'B-NP', 'O')
('reveal', 'reveal', 'JJ', 'I-NP', 'O')
('detailed', 'detailed', 'JJ', 'I-NP', 'O')
('descriptions', 'description', 'NNS', 'I-NP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('print-tip', 'print-tip', 'NN', 'I-NP', 'O')
('effect.', 'effect.', 'NN', 'I-NP', 'O')
The whole raw data were down regulated from the reference line and this problem was adjusted after the iterative normalization.
('The', 'The', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('down', 'down', 'RB', 'I-VP', 'O')
('regulated', 'regulate', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('adjusted', 'adjust', 'VBN', 'I-VP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization.', 'normalization.', 'NN', 'I-NP', 'O')
The box plot before normalization suggests that there were no abnormalities in the print-tips physically.
('The', 'The', 'DT', 'B-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('before', 'before', 'IN', 'B-SBAR', 'O')
('normalization', 'normalization', 'NN', 'B-NP', 'O')
('suggests', 'suggest', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('abnormalities', 'abnormality', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('print-tips', 'print-tip', 'NNS', 'I-NP', 'O')
('physically.', 'physically.', 'NN', 'I-NP', 'O')
After normalization, most of the median values approached those of the reference line (M=0).
('After', 'After', 'IN', 'B-PP', 'O')
('normalization,', 'normalization,', 'DT', 'B-NP', 'O')
('most', 'most', 'JJS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('median', 'median', 'JJ', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('approached', 'approach', 'VBD', 'B-VP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('(M=0).', '(M=0).', 'NN', 'I-NP', 'O')
Therefore, the comparison of M values between print-tips is ready.
('Therefore,', 'Therefore,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('comparison', 'comparison', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('M', 'M', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('print-tips', 'print-tip', 'NNS', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('ready.', 'ready.', 'JJ', 'B-ADJP', 'O')
Finally, the list of the control genes set of this study is available for assessing the biological implication.
('Finally,', 'Finally,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('set', 'set', 'VBN', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('available', 'available', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('assessing', 'assess', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('implication.', 'implication.', 'NN', 'I-NP', 'O')
As the initial control gene set, 384 genes are repeatedly immobilized housekeeping genes.
('As', 'As', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('initial', 'initial', 'JJ', 'I-NP', 'B-DNA')
('control', 'control', 'NN', 'I-NP', 'I-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('set,', 'set,', 'NN', 'I-NP', 'I-DNA')
('384', '384', 'CD', 'B-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('are', 'be', 'VBP', 'B-VP', 'O')
('repeatedly', 'repeatedly', 'RB', 'I-VP', 'O')
('immobilized', 'immobilize', 'VBN', 'I-VP', 'O')
('housekeeping', 'housekeeping', 'NN', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
The first new control gene set has 406 genes including some housekeeping genes.
('The', 'The', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('406', '406', 'CD', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('including', 'include', 'VBG', 'B-PP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'O')
('genes.', 'genes.', 'NN', 'I-NP', 'O')
After an Iterative normalization 25 times, 36 genes were omitted from the first control gene set and added to the other 28 genes.
('After', 'After', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('Iterative', 'Iterative', 'JJ', 'I-NP', 'B-DNA')
('normalization', 'normalization', 'NN', 'I-NP', 'I-DNA')
('25', '25', 'CD', 'I-NP', 'I-DNA')
