Sample Size and Power Estimation in Case-Control Genetic Association StudiesIn planning a genetic association study, it is necessary to determine the number of samples to be collected for the study in order to achieve sufficient power to detect the hypothesized effect.
('Sample', 'Sample', 'NNP', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('simu\xad', 'simu\xad', 'NN', 'B-NP', 'O')
('lations', 'lation', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('combinations', 'combination', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genotype', 'genotype', 'NN', 'B-NP', 'O')
('frequen\xad', 'frequen\xad', 'NN', 'I-NP', 'O')
('cies,', 'cies,', 'NN', 'I-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('genotype', 'genotype', 'NN', 'B-NP', 'O')
('misclassification', 'misclassification', 'NN', 'I-NP', 'O')
('proba\xad', 'proba\xad', 'NN', 'I-NP', 'O')
('bilities,', 'bilities,', 'NN', 'I-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size,', 'size,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('ratio', 'ratio', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('controls.', 'controls.', 'VB', 'I-VP', 'O')
Contour plots can be generated using the software avail­ able     at     the     website     http://linkage.rockefeller.edu/lrtae/contour.html.
('Contour', 'Contour', 'PRP$', 'B-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('generated', 'generate', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('software', 'software', 'NN', 'I-NP', 'O')
('avail\xad', 'avail\xad', 'NN', 'I-NP', 'O')
('able', 'able', 'JJ', 'B-ADJP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('website', 'website', 'NN', 'I-NP', 'O')
('http://linkage.rockefeller.edu/lrtae/', 'http://linkage.rockefeller.edu/lrtae/', 'NN', 'I-NP', 'O')
('contour.html.', 'contour.html.', 'NN', 'I-NP', 'O')
Afshar-Kharghan      et      al.
('Afshar-Kharghan', 'Afshar-Kharghan', 'JJ', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2004)      investigate      the association    between the risk of coronary heart disease and    the    variable    number    of    tandem    repeat    (VNTR) polymorphism of platelet glycoprotein lb a (GP lb a).
('(2004)', '(2004)', 'LS', 'B-LST', 'O')
('investigate', 'investigate', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('coronary', 'coronary', 'JJ', 'B-NP', 'O')
('heart', 'heart', 'NN', 'I-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('variable', 'variable', 'JJ', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('tandem', 'tandem', 'JJ', 'B-NP', 'O')
('repeat', 'repeat', 'NN', 'I-NP', 'O')
('(VNTR)', '(VNTR)', 'NN', 'I-NP', 'O')
('polymorphism', 'polymorphism', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('platelet', 'platelet', 'NN', 'B-NP', 'B-protein')
('glycoprotein', 'glycoprotein', 'NN', 'I-NP', 'I-protein')
('lb', 'lb', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('(GP', '(GP', 'NN', 'I-NP', 'O')
('lb', 'lb', 'NN', 'I-NP', 'O')
('a).', 'a).', 'NN', 'I-NP', 'O')
It is shown that CC genotype is associated with a lower risk of    CHD    events    than    the    other    genotypes    in    African- Americans.
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('CC', 'CC', 'NN', 'B-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('lower', 'low', 'JJR', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('CHD', 'CHD', 'NN', 'B-NP', 'O')
('events', 'event', 'NNS', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('genotypes', 'genotype', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('African-', 'African-', 'NN', 'B-NP', 'O')
('Americans.', 'Americans.', '.', 'O', 'O')
Kang etal.
('Kang', 'Kang', 'NNP', 'B-NP', 'O')
('etal.', 'etal.', 'FW', 'I-NP', 'O')
(2004) show that HWE holdswell for GP lb a VNTR from the data of Afshar-Kharghan etal.
('(2004)', '(2004)', 'LS', 'B-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('HWE', 'HWE', 'NN', 'B-NP', 'O')
('holdswell', 'holdswell', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('GP', 'GP', 'NN', 'B-NP', 'B-protein')
('lb', 'lb', 'NN', 'I-NP', 'I-protein')
('a', 'a', 'DT', 'B-NP', 'O')
('VNTR', 'VNTR', 'NN', 'I-NP', 'B-protein')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Afshar-Kharghan', 'Afshar-Kharghan', 'JJ', 'B-NP', 'O')
('etal.', 'etal.', 'FW', 'I-NP', 'O')
(2004).
('(2004).', '(2004).', 'LS', 'B-LST', 'O')
The B allele frequencies of case and controls in African-Americans    are    0.287    and    0.146    for    cases    and controls, respectively.
('The', 'The', 'DT', 'B-NP', 'O')
('B', 'B', 'NN', 'I-NP', 'O')
('allele', 'allele', 'NN', 'I-NP', 'O')
('frequencies', 'frequency', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('case', 'case', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('controls', 'control', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('African-Americans', 'African-American', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('0.287', '0.287', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('0.146', '0.146', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('controls,', 'controls,', 'NN', 'B-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
Suppose that we wish to estimate the sample size needed to obtain 90% power at a 5% significance level with    an    equal    number    of    case    and    controls    for    the chi-square     test     on     genotypes.
('Suppose', 'Suppose', 'VB', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('wish', 'wish', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('estimate', 'estimate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('needed', 'need', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('obtain', 'obtain', 'VB', 'I-VP', 'O')
('90%', '90%', 'CD', 'B-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('5%', '5%', 'JJ', 'I-NP', 'O')
('significance', 'significance', 'NN', 'I-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('equal', 'equal', 'JJ', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('case', 'case', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('controls', 'control', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('chi-square', 'chi-square', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('genotypes.', 'genotypes.', 'NN', 'B-NP', 'O')
The     sample     size calculations    are    conducted    using    the    software    PAWE ( http://linkage.rockefeller.edu/pawe/ )     as     follows:     on     the first page, 'Sample size calculations for a fixed power', 'Genetic model free method', 'Douglas Skol Boehnke’, 'Significance    level=0.05';    on    the    second    page,    'Power level between 0 and 1=0.90', 'Ratio of    controls to cases=1', 'Hardy Weinberg Equilibrium for    cases and controls=yes',    'y=0.02'    and    'r|=0.02';    on    the    third    page, 'case    1    allele    frequency=0.287'    and    'control    1    allele frequency=0.146'.
('The', 'The', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('calculations', 'calculation', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('conducted', 'conduct', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('software', 'software', 'NN', 'I-NP', 'O')
('PAWE', 'PAWE', 'NN', 'I-NP', 'O')
('(', '(', '(', 'O', 'O')
('http://linkage.rockefeller.edu/pawe/', 'http://linkage.rockefeller.edu/pawe/', 'NN', 'B-NP', 'O')
(')', ')', ')', 'O', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('follows:', 'follows:', 'NN', 'B-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('page,', 'page,', 'NN', 'I-NP', 'O')
("'Sample", "'Sample", 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('calculations', 'calculation', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('fixed', 'fix', 'VBN', 'I-NP', 'O')
("power',", "power',", 'NN', 'I-NP', 'O')
("'Genetic", "'Genetic", 'JJ', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('free', 'free', 'JJ', 'I-NP', 'O')
("method',", "method',", 'NN', 'I-NP', 'O')
("'Douglas", "'Douglas", 'NNP', 'I-NP', 'O')
('Skol', 'Skol', 'NNP', 'I-NP', 'O')
('Boehnke’,', 'Boehnke’,', 'NNP', 'I-NP', 'O')
("'Significance", "'Significance", 'NNP', 'I-NP', 'O')
("level=0.05';", "level=0.05';", 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('second', 'second', 'JJ', 'I-NP', 'O')
('page,', 'page,', 'NN', 'I-NP', 'O')
("'Power", "'Power", 'NN', 'I-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('0', '0', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
("1=0.90',", "1=0.90',", 'CD', 'I-NP', 'O')
("'Ratio", "'Ratio", 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('controls', 'control', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
("cases=1',", "cases=1',", 'NN', 'B-NP', 'O')
("'Hardy", "'Hardy", 'NNP', 'I-NP', 'O')
('Weinberg', 'Weinberg', 'NNP', 'I-NP', 'O')
('Equilibrium', 'Equilibrium', 'NNP', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
("controls=yes',", "controls=yes',", 'NN', 'B-NP', 'O')
("'y=0.02'", "'y=0.02'", 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
("'r|=0.02';", "'r|=0.02';", 'NN', 'B-NP', 'B-protein')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('third', 'third', 'JJ', 'I-NP', 'O')
('page,', 'page,', 'NN', 'I-NP', 'O')
("'case", "'case", 'NN', 'I-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('allele', 'allele', 'NN', 'I-NP', 'O')
("frequency=0.287'", "frequency=0.287'", 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
("'control", "'control", 'NN', 'B-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('allele', 'allele', 'NN', 'I-NP', 'O')
("frequency=0.146'.", "frequency=0.146'.", 'NN', 'I-NP', 'O')
Then, the required sample size estimates are 111 cases and 111 controls when no errors    are    present    (When    no    errors are    present,    error model parameters are not important since we only look at the sample size estimates from the results of 'Data Without    Error').
('Then,', 'Then,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('required', 'required', 'JJ', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('estimates', 'estimate', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('111', '111', 'CD', 'B-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('111', '111', 'CD', 'B-NP', 'O')
('controls', 'control', 'NNS', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('present', 'present', 'JJ', 'B-ADJP', 'O')
('(When', '(When', 'WRB', 'B-ADVP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('present,', 'present,', 'JJ', 'B-NP', 'O')
('error', 'error', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('parameters', 'parameter', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('important', 'important', 'JJ', 'B-ADJP', 'O')
('since', 'since', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('look', 'look', 'VBP', 'B-VP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('estimates', 'estimate', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
("'Data", "'Data", 'NNP', 'B-NP', 'O')
('Without', 'Without', 'IN', 'B-PP', 'O')
("Error').", "Error').", 'NNP', 'B-NP', 'O')
Let's    assume    that    the    probability    of misclassifying    homozygote    as    heterozygote    is    2%    and the      probability      of      misclassifying      heterozygote      as homozygote is 2%.
("Let's", "Let'", 'NNS', 'B-NP', 'O')
('assume', 'assume', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('misclassifying', 'misclassifye', 'VBG', 'B-VP', 'O')
('homozygote', 'homozygote', 'NN', 'B-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('heterozygote', 'heterozygote', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('2%', '2%', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('misclassifying', 'misclassifye', 'VBG', 'B-VP', 'O')
('heterozygote', 'heterozygote', 'NN', 'B-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('homozygote', 'homozygote', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('2%.', '2%.', 'CD', 'B-NP', 'O')
It is assumed that homozygotes are not    misclassified    as    other    homozygotes.
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('assumed', 'assume', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('homozygotes', 'homozygote', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('misclassified', 'misclassifie', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('homozygotes.', 'homozygotes.', 'NNS', 'I-NP', 'O')
The    minimal sample sizes required are 117 cases and 117 controls when    random    genotype    errors    are    present.
('The', 'The', 'DT', 'B-NP', 'O')
('minimal', 'minimal', 'JJ', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('sizes', 'size', 'NNS', 'I-NP', 'O')
('required', 'require', 'VBN', 'B-VP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('117', '117', 'CD', 'B-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('117', '117', 'CD', 'B-NP', 'O')
('controls', 'control', 'NNS', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('random', 'random', 'JJ', 'B-NP', 'B-protein')
('genotype', 'genotype', 'NN', 'I-NP', 'I-protein')
('errors', 'error', 'NNS', 'I-NP', 'I-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('present.', 'present.', 'JJ', 'B-ADJP', 'O')
Thus,    the presence of genotype errors results in a 5.94% increase in sample size to maintain the same statistical power.
('Thus,', 'Thus,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('presence', 'presence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genotype', 'genotype', 'NN', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('results', 'result', 'VBZ', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('5.94%', '5.94%', 'JJ', 'I-NP', 'O')
('increase', 'increase', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('sample', 'sample', 'NN', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('maintain', 'maintain', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('statistical', 'statistical', 'JJ', 'I-NP', 'O')
('power.', 'power.', 'NN', 'I-NP', 'O')
In this paper, we limit our attention to the sample size and power calculations for case-control genetic association studies between a marker locus and a disease phenotype on    a    population-based    scale.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('paper,', 'paper,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('limit', 'limit', 'VBP', 'B-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('attention', 'attention', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('calculations', 'calculation', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('case-control', 'case-control', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('marker', 'marker', 'NN', 'I-NP', 'O')
('locus', 'locus', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('population-based', 'population-based', 'JJ', 'I-NP', 'O')
('scale.', 'scale.', 'NN', 'I-NP', 'O')
In    addition    to    genetic association    studies    using    unrelated    individuals    on    a population-based    scale,    there    are    family-based    geneticassociation studies, which sample families through one or more      probands.
('In', 'In', 'IN', 'B-PP', 'O')
('addition', 'addition', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('unrelated', 'unrelated', 'JJ', 'B-NP', 'O')
('individuals', 'individual', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('population-based', 'population-based', 'JJ', 'I-NP', 'O')
('scale,', 'scale,', 'NN', 'I-NP', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('family-based', 'family-based', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies,', 'studies,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'B-protein')
('families', 'family', 'NNS', 'I-NP', 'I-protein')
('through', 'through', 'IN', 'B-PP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('more', 'more', 'JJR', 'I-NP', 'O')
('probands.', 'probands.', 'NNS', 'I-NP', 'O')
Family-based      genetic      association studies are originally developed to deal with problems of population stratification.
('Family-based', 'Family-based', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('originally', 'originally', 'RB', 'I-VP', 'O')
('developed', 'develop', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('deal', 'deal', 'VB', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('problems', 'problem', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('population', 'population', 'NN', 'B-NP', 'O')
('stratification.', 'stratification.', 'NN', 'I-NP', 'O')
Sample size or power of the family-based    association    studies    can    be    estimated    with the family-based association test (FBAT) statistic (Laird et al.
('Sample', 'Sample', 'NN', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('family-based', 'family-based', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('estimated', 'estimate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('family-based', 'family-based', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('(FBAT)', '(FBAT)', 'NN', 'I-NP', 'O')
('statistic', 'statistic', 'JJ', 'I-NP', 'O')
('(Laird', '(Laird', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2000))    for    virtually    any    given    study    design    and ascertainment    conditions    with    the    interactive    software package       PBAT       ( http://www.biostat.harvard,edu/~clange/ default.htm).
('(2000))', '(2000))', 'LS', 'B-LST', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('virtually', 'virtually', 'RB', 'B-NP', 'O')
('any', 'any', 'DT', 'I-NP', 'O')
('given', 'give', 'VBN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('design', 'design', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('ascertainment', 'ascertainment', 'NN', 'I-NP', 'O')
('conditions', 'condition', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('interactive', 'interactive', 'JJ', 'I-NP', 'O')
('software', 'software', 'NN', 'I-NP', 'O')
('package', 'package', 'NN', 'I-NP', 'O')
('PBAT', 'PBAT', 'NN', 'I-NP', 'O')
('(', '(', '(', 'O', 'O')
('http://www.biostat.harvard,edu/~clange/', 'http://www.biostat.harvard,edu/~clange/', 'NN', 'B-NP', 'O')
('default.htm).', 'default.htm).', 'NN', 'I-NP', 'O')
Complex    diseases    such    as    hypertension    and    their complications are the     consequence of     interactions between many genetic    and environmental    factors.
('Complex', 'Complex', 'NN', 'B-NP', 'O')
('diseases', 'disease', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('hypertension', 'hypertension', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('complications', 'complication', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
